Pitch,Duration,Concurrent_Notes,Dist_To_Highest,Dist_To_Lowest,Hand_Label
77,0.25,4,0,17,1
79,0.25,4,0,19,1
63,0.5,4,16,3,0
67,0.5,4,12,7,0
87,1.0,4,0,27,1
63,0.5,4,24,3,0
67,0.5,4,20,7,0
56,2.0,2,31,0,0
86,0.25,4,0,30,1
65,0.5,4,21,9,0
63,0.5,4,23,7,0
87,0.25,4,0,31,1
89,0.25,4,0,33,1
63,0.5,4,26,7,0
65,0.5,4,24,9,0
87,0.25,4,0,31,1
86,0.25,4,0,30,1
63,0.5,4,23,7,0
65,0.5,4,21,9,0
84,0.25,4,0,28,1
83,0.25,2,0,25,1
58,2.0,2,25,0,0
84,0.25,2,0,26,1
86,0.25,4,0,28,1
62,0.5,4,24,4,0
65,0.5,4,21,7,0
84,0.25,4,0,26,1
82,0.25,4,0,24,1
62,0.5,4,20,4,0
65,0.5,4,17,7,0
80,0.25,4,0,22,1
79,0.25,4,0,21,1
62,0.5,4,17,4,0
65,0.5,4,14,7,0
77,0.25,4,0,19,1
76,0.25,2,0,25,1
51,2.0,2,25,0,0
77,0.25,2,0,26,1
79,0.25,4,0,28,1
55,0.5,4,24,4,0
63,0.5,4,16,12,0
77,0.25,4,0,26,1
75,0.25,4,0,24,1
55,0.5,4,20,4,0
63,0.5,4,12,12,0
74,0.25,4,0,23,1
72,0.25,4,0,21,1
55,0.5,4,17,4,0
63,0.5,4,9,12,0
70,0.25,4,0,19,1
69,0.25,2,0,21,1
48,2.0,2,21,0,0
70,0.25,2,0,22,1
72,0.25,5,0,24,1
55,0.5,5,17,7,0
51,0.5,5,21,3,0
60,0.5,5,12,12,0
68,0.25,5,0,20,1
67,0.25,5,0,19,1
55,0.5,5,12,7,0
51,0.5,5,16,3,0
60,0.5,5,7,12,0
75,1.0,6,12,27,1
87,1.0,6,0,39,1
55,0.5,6,32,7,0
51,0.5,6,36,3,0
60,0.5,6,27,12,0
44,2.0,3,43,0,0
86,0.25,5,0,42,1
53,0.5,5,33,9,0
56,0.5,5,30,12,0
51,0.5,5,35,7,0
87,0.25,5,0,43,1
89,0.25,5,0,45,1
53,0.5,5,36,9,0
51,0.5,5,38,7,0
56,0.5,5,33,12,0
87,0.25,5,0,43,1
86,0.25,5,0,42,1
53,0.5,5,33,9,0
51,0.5,5,35,7,0
56,0.5,5,30,12,0
84,0.25,5,0,40,1
83,0.25,2,0,37,1
46,2.0,2,37,0,0
84,0.25,2,0,38,1
86,0.25,5,0,40,1
53,0.5,5,33,7,0
50,0.5,5,36,4,0
58,0.5,5,28,12,0
84,0.25,5,0,38,1
82,0.25,5,0,36,1
53,0.5,5,29,7,0
50,0.5,5,32,4,0
58,0.5,5,24,12,0
80,0.25,5,0,34,1
79,0.25,5,0,33,1
53,0.5,5,26,7,0
50,0.5,5,29,4,0
58,0.5,5,21,12,0
77,0.25,5,0,31,1
76,0.25,2,0,37,1
39,0.5,2,37,0,0
77,0.25,3,0,38,1
51,0.25,3,26,12,0
79,0.25,2,0,40,1
39,0.5,2,40,0,0
77,0.25,3,0,38,1
51,0.25,3,26,12,0
75,0.25,2,0,36,1
39,0.5,2,36,0,0
74,0.25,3,0,35,1
51,0.25,3,23,12,0
72,0.25,2,0,33,1
39,0.5,2,33,0,0
70,0.25,3,0,31,1
51,0.25,3,19,12,0
69,0.25,2,0,30,1
39,0.5,2,30,0,0
70,0.25,3,0,31,1
51,0.25,3,19,12,0
72,0.25,2,0,33,1
39,0.5,2,33,0,0
70,0.25,3,0,31,1
51,0.25,3,19,12,0
75,0.25,2,0,36,1
39,0.5,2,36,0,0
51,0.25,2,0,12,0
63,1.0,2,0,24,1
39,0.5,2,24,0,0
51,0.25,3,12,12,0
39,0.5,2,24,0,0
51,0.25,3,12,12,0
61,0.25,3,6,22,1
67,0.25,3,0,28,1
39,0.5,3,28,0,0
51,0.25,2,0,12,0
60,0.25,3,8,21,1
68,0.25,3,0,29,1
39,0.5,3,29,0,0
51,0.25,2,0,12,0
67,0.25,3,3,28,1
70,0.25,3,0,31,1
39,0.5,3,31,0,0
51,0.25,2,0,12,0
68,0.25,3,4,29,1
72,0.25,3,0,33,1
39,0.5,3,33,0,0
51,0.25,2,0,12,0
68,0.25,3,6,29,1
74,0.25,3,0,35,1
39,0.5,3,35,0,0
51,0.25,2,0,12,0
67,0.25,3,8,28,1
75,0.25,3,0,36,1
39,0.5,3,36,0,0
51,0.25,2,0,12,0
75,1.0,2,0,36,1
39,0.5,2,36,0,0
51,0.25,3,24,12,0
39,0.5,2,36,0,0
51,0.25,3,24,12,0
73,0.25,3,6,34,1
79,0.25,3,0,40,1
39,0.5,3,40,0,0
51,0.25,2,0,12,0
72,0.25,3,8,33,1
80,0.25,3,0,41,1
39,0.5,3,41,0,0
51,0.25,2,0,12,0
79,0.25,3,3,40,1
82,0.25,3,0,43,1
39,0.5,3,43,0,0
51,0.25,2,0,12,0
80,0.25,3,4,42,1
84,0.25,3,0,46,1
38,0.5,3,46,0,0
50,0.25,2,0,12,0
80,0.25,3,6,42,1
86,0.25,3,0,48,1
38,0.5,3,48,0,0
50,0.25,2,0,12,0
87,2.0,3,0,49,1
79,2.0,3,8,41,1
38,0.5,3,49,0,0
50,0.25,4,37,12,0
38,0.5,3,49,0,0
50,0.25,4,37,12,0
36,0.5,3,51,0,0
48,0.25,4,39,12,0
36,0.5,3,51,0,0
48,0.25,4,39,12,0
67,2.0,3,8,31,1
75,2.0,3,0,39,1
36,0.5,3,39,0,0
48,0.25,4,27,12,0
36,0.5,3,39,0,0
48,0.25,4,27,12,0
34,0.5,3,41,0,0
46,0.25,4,29,12,0
34,0.5,3,41,0,0
46,0.25,4,29,12,0
87,2.0,3,0,53,1
79,2.0,3,8,45,1
34,0.5,3,53,0,0
46,0.25,4,41,12,0
34,0.5,3,53,0,0
46,0.25,4,41,12,0
32,0.5,3,55,0,0
44,0.25,4,43,12,0
32,0.5,3,55,0,0
44,0.25,4,43,12,0
67,2.0,3,8,35,1
75,2.0,3,0,43,1
32,0.5,3,43,0,0
44,0.25,4,31,12,0
32,0.5,3,43,0,0
44,0.25,4,31,12,0
31,0.5,3,44,0,0
43,0.25,4,32,12,0
31,0.5,3,44,0,0
43,0.25,4,32,12,0
87,2.0,3,0,56,1
84,2.0,3,3,53,1
31,0.5,3,56,0,0
43,0.25,4,44,12,0
31,0.5,3,56,0,0
43,0.25,4,44,12,0
30,2.0,4,57,0,0
42,2.0,4,45,12,0
72,2.0,4,3,42,1
75,2.0,4,0,45,1
31,2.0,4,44,0,0
43,2.0,4,32,12,0
84,2.0,5,2,53,1
81,2.0,5,5,50,1
86,2.0,5,0,55,1
36,0.5,4,50,0,0
48,0.25,5,38,12,0
36,0.5,4,50,0,0
48,0.25,5,38,12,0
53,2.0,4,9,17,1
59,2.0,4,3,23,1
62,2.0,4,0,26,1
36,0.5,4,26,0,0
48,0.25,5,14,12,0
36,0.5,4,26,0,0
48,0.25,5,14,12,0
36,0.5,4,26,0,0
48,0.25,5,14,12,0
36,0.5,4,26,0,0
48,0.25,5,14,12,0
60,1.5,2,0,24,1
36,0.5,2,24,0,0
48,0.25,3,12,12,0
36,0.5,2,24,0,0
48,0.25,3,12,12,0
36,0.5,2,24,0,0
48,0.25,3,12,12,0
58,0.25,3,6,22,1
64,0.25,3,0,28,1
36,0.5,3,28,0,0
48,0.25,2,0,12,0
56,0.25,3,9,20,1
65,0.25,3,0,29,1
36,0.5,3,29,0,0
48,0.25,2,0,12,0
64,0.25,3,3,28,1
67,0.25,3,0,31,1
36,0.5,3,31,0,0
48,0.25,2,0,12,0
65,0.25,3,3,29,1
68,0.25,3,0,32,1
36,0.5,3,32,0,0
48,0.25,2,0,12,0
62,0.25,3,9,26,1
71,0.25,3,0,35,1
36,0.5,3,35,0,0
48,0.25,2,0,12,0
63,0.25,3,9,27,1
72,0.25,3,0,36,1
36,0.5,3,36,0,0
48,0.25,2,0,12,0
64,1.0,3,8,28,1
72,1.0,3,0,36,1
36,0.5,3,36,0,0
48,0.25,4,24,12,0
36,0.5,3,36,0,0
48,0.25,4,24,12,0
70,0.25,3,6,34,1
76,0.25,3,0,40,1
36,0.5,3,40,0,0
48,0.25,2,0,12,0
68,0.25,3,9,30,1
77,0.25,3,0,39,1
38,0.5,3,39,0,0
50,0.25,2,0,12,0
76,0.25,3,3,38,1
79,0.25,3,0,41,1
38,0.5,3,41,0,0
50,0.25,2,0,12,0
77,0.25,3,3,38,1
80,0.25,3,0,41,1
39,0.5,3,41,0,0
51,0.25,2,0,12,0
74,0.25,3,9,35,1
83,0.25,3,0,44,1
39,0.5,3,44,0,0
51,0.25,2,0,12,0
72,1.0,5,12,31,1
79,1.0,5,5,38,1
75,1.0,5,9,34,1
84,1.0,5,0,43,1
41,0.5,5,43,0,0
53,0.25,6,31,12,0
41,0.5,5,43,0,0
53,0.25,6,31,12,0
67,1.0,5,12,24,1
71,1.0,5,8,28,1
77,1.0,5,2,34,1
79,1.0,5,0,36,1
43,0.5,5,36,0,0
55,0.25,6,24,12,0
43,0.5,5,36,0,0
55,0.25,6,24,12,0
67,1.0,4,8,23,1
72,1.0,4,3,28,1
75,1.0,4,0,31,1
44,0.5,4,31,0,0
56,0.25,5,19,12,0
44,0.5,4,31,0,0
56,0.25,5,19,12,0
65,1.0,4,9,23,1
68,1.0,4,6,26,1
74,1.0,4,0,32,1
42,0.5,4,32,0,0
54,0.25,5,20,12,0
42,0.5,4,32,0,0
54,0.25,5,20,12,0
63,2.0,4,9,20,1
72,2.0,4,0,29,1
67,1.0,4,5,24,1
43,0.5,4,29,0,0
55,0.25,5,17,12,0
43,0.5,4,29,0,0
55,0.25,5,17,12,0
66,1.0,4,6,30,1
36,0.5,4,36,0,0
48,0.25,5,24,12,0
36,0.5,4,36,0,0
48,0.25,5,24,12,0
36,0.5,1,0,0,0
48,0.25,2,0,12,0
36,0.5,1,0,0,0
48,0.25,2,0,12,0
69,1.0,4,3,33,1
63,1.0,4,9,27,1
72,1.0,4,0,36,1
36,0.5,4,36,0,0
48,0.25,5,24,12,0
36,0.5,4,36,0,0
48,0.25,5,24,12,0
62,1.0,4,9,26,1
65,1.0,4,6,29,1
71,1.0,4,0,35,1
36,0.5,4,35,0,0
48,0.25,5,23,12,0
36,0.5,4,35,0,0
48,0.25,5,23,12,0
60,0.25,4,12,24,1
63,0.25,4,9,27,1
72,0.25,4,0,36,1
36,0.5,4,36,0,0
48,0.25,2,0,12,0
60,1.0,2,0,24,1
36,0.5,2,24,0,0
48,0.25,3,12,12,0
36,0.5,2,24,0,0
48,0.25,3,12,12,0
58,0.25,3,6,22,1
64,0.25,3,0,28,1
36,0.5,3,28,0,0
48,0.25,2,0,12,0
56,0.25,3,9,20,1
65,0.25,3,0,29,1
36,0.5,3,29,0,0
48,0.25,2,0,12,0
64,0.25,3,3,28,1
67,0.25,3,0,31,1
36,0.5,3,31,0,0
48,0.25,2,0,12,0
65,0.25,3,3,29,1
68,0.25,3,0,32,1
36,0.5,3,32,0,0
48,0.25,2,0,12,0
62,0.25,3,9,26,1
71,0.25,3,0,35,1
36,0.5,3,35,0,0
48,0.25,2,0,12,0
63,0.25,3,9,27,1
72,0.25,3,0,36,1
36,0.5,3,36,0,0
48,0.25,2,0,12,0
64,1.0,3,8,28,1
72,1.0,3,0,36,1
36,0.5,3,36,0,0
48,0.25,4,24,12,0
38,0.5,3,34,0,0
50,0.25,4,22,12,0
70,0.25,3,6,32,1
76,0.25,3,0,38,1
38,0.5,3,38,0,0
50,0.25,2,0,12,0
68,0.25,3,9,29,1
77,0.25,3,0,38,1
39,0.5,3,38,0,0
51,0.25,2,0,12,0
76,0.25,3,3,37,1
79,0.25,3,0,40,1
39,0.5,3,40,0,0
51,0.25,2,0,12,0
77,0.25,3,3,36,1
80,0.25,3,0,39,1
41,0.5,3,39,0,0
53,0.25,2,0,12,0
74,0.25,3,9,33,1
83,0.25,3,0,42,1
41,0.5,3,42,0,0
53,0.25,2,0,12,0
72,1.0,5,12,29,1
79,1.0,5,5,36,1
75,1.0,5,9,32,1
84,1.0,5,0,41,1
43,0.5,5,41,0,0
55,0.25,6,29,12,0
43,0.5,5,41,0,0
55,0.25,6,29,12,0
67,1.0,5,12,23,1
71,1.0,5,8,27,1
77,1.0,5,2,33,1
79,1.0,5,0,35,1
44,0.5,5,35,0,0
56,0.25,6,23,12,0
44,0.5,5,35,0,0
56,0.25,6,23,12,0
67,1.0,4,8,25,1
72,1.0,4,3,30,1
75,1.0,4,0,33,1
42,0.5,4,33,0,0
54,0.25,5,21,12,0
42,0.5,4,33,0,0
54,0.25,5,21,12,0
65,1.0,4,9,23,1
68,1.0,4,6,26,1
74,1.0,4,0,32,1
42,0.5,4,32,0,0
54,0.25,5,20,12,0
42,0.5,4,32,0,0
54,0.25,5,20,12,0
63,2.0,5,9,20,1
72,2.0,5,0,29,1
67,1.0,5,5,24,1
43,0.5,5,29,0,0
55,0.5,5,17,12,0
62,0.5,5,10,3,0
59,0.5,5,13,0,0
66,1.0,5,6,7,1
62,0.5,5,10,3,0
59,0.5,5,13,0,0
59,0.5,5,13,0,0
62,0.5,5,10,3,0
55,0.5,1,0,0,0
63,0.5,2,0,3,0
60,0.5,2,3,0,0
63,0.5,2,0,3,0
60,0.5,2,3,0,0
63,0.5,2,0,3,0
60,0.5,2,3,0,0
69,2.0,5,3,7,1
63,2.0,5,9,1,1
72,2.0,5,0,10,1
65,0.5,5,7,3,0
62,0.5,5,10,0,0
62,0.5,3,9,0,1
67,0.5,3,4,5,1
71,0.5,3,0,9,1
67,1.0,3,12,35,1
79,1.0,3,0,47,1
32,0.25,3,47,0,0
44,0.25,3,35,0,0
32,0.25,3,47,0,0
44,0.25,3,35,0,0
67,0.5,4,12,36,1
79,0.5,4,0,48,1
31,0.5,4,48,0,0
43,0.5,4,36,12,0
62,0.5,2,0,3,0
59,0.5,2,3,0,0
67,1.0,4,12,8,1
79,1.0,4,0,20,1
62,0.5,4,17,3,0
59,0.5,4,20,0,0
59,0.5,4,20,0,0
62,0.5,4,17,3,0
67,0.25,3,12,12,1
79,0.25,3,0,24,1
55,0.5,3,24,0,0
77,0.25,2,0,22,1
74,0.25,3,0,14,1
63,0.5,3,11,3,0
60,0.5,3,14,0,0
71,0.25,3,0,11,1
67,0.25,3,0,7,1
63,0.5,3,4,3,0
60,0.5,3,7,0,0
65,0.25,3,0,5,1
62,0.25,3,1,2,1
63,0.5,3,0,3,0
60,0.5,3,3,0,0
59,0.25,3,4,0,1
60,0.25,3,5,0,1
65,0.5,3,0,5,0
62,0.5,3,3,2,0
63,0.25,3,2,1,1
60,0.25,1,0,0,1
55,0.25,1,0,0,1
54,0.25,1,0,0,1
60,0.25,1,0,0,1
56,0.25,1,0,0,1
54,0.25,1,0,0,1
55,0.5,1,0,0,1
67,1.0,3,12,35,1
79,1.0,3,0,47,1
32,0.5,3,47,0,0
44,0.25,4,35,12,0
32,0.5,3,47,0,0
44,0.25,4,35,12,0
67,0.5,3,12,36,1
79,0.5,3,0,48,1
31,0.5,3,48,0,0
43,0.25,4,36,12,0
31,0.5,1,0,0,0
43,0.25,2,0,12,0
67,1.0,3,12,36,1
79,1.0,3,0,48,1
31,0.5,3,48,0,0
43,0.25,4,36,12,0
31,0.5,3,48,0,0
43,0.25,4,36,12,0
67,0.25,3,12,36,1
79,0.25,3,0,48,1
31,0.5,3,48,0,0
77,0.25,3,0,46,1
43,0.25,3,34,12,0
74,0.25,2,0,43,1
31,0.5,2,43,0,0
71,0.25,3,0,40,1
43,0.25,3,28,12,0
67,0.25,2,0,36,1
31,0.5,2,36,0,0
65,0.25,3,0,34,1
43,0.25,3,22,12,0
62,0.25,2,0,31,1
31,0.5,2,31,0,0
59,0.25,3,0,28,1
43,0.25,3,16,12,0
60,0.25,2,0,29,1
31,0.5,2,29,0,0
63,0.25,3,0,32,1
43,0.25,3,20,12,0
60,0.25,2,0,29,1
31,0.5,2,29,0,0
55,0.25,3,0,24,1
43,0.25,3,12,12,0
54,0.25,2,0,23,1
31,0.5,2,23,0,0
60,0.25,3,0,29,1
43,0.25,3,17,12,0
56,0.25,2,0,25,1
31,0.5,2,25,0,0
54,0.25,3,0,23,1
43,0.25,3,11,12,0
55,0.5,2,0,24,1
31,0.5,2,24,0,0
43,0.25,3,12,12,0
66,0.25,2,0,35,1
31,0.5,2,35,0,0
43,0.25,2,0,12,0
67,0.25,2,0,36,1
31,0.5,2,36,0,0
43,0.25,2,0,12,0
66,0.25,3,6,35,1
72,0.25,3,0,41,1
31,0.5,3,41,0,0
43,0.25,2,0,12,0
67,0.25,3,4,35,1
71,0.25,3,0,39,1
32,0.5,3,39,0,0
44,0.25,2,0,12,0
72,0.25,3,6,40,1
78,0.25,3,0,46,1
32,0.5,3,46,0,0
44,0.25,2,0,12,0
71,0.25,3,8,39,1
79,0.25,3,0,47,1
32,0.5,3,47,0,0
44,0.25,2,0,12,0
84,0.25,3,0,52,1
78,0.25,3,6,46,1
32,0.5,3,52,0,0
44,0.25,2,0,12,0
83,0.25,3,0,51,1
79,0.25,3,4,47,1
32,0.5,3,51,0,0
44,0.25,2,0,12,0
32,0.5,1,0,0,0
44,0.25,2,0,12,0
32,0.5,1,0,0,0
44,0.25,2,0,12,0
32,0.5,1,0,0,0
44,0.25,2,0,12,0
58,2.0,4,5,26,1
61,2.0,4,2,29,1
63,2.0,4,0,31,1
32,0.5,4,31,0,0
44,0.25,5,19,12,0
32,0.5,4,31,0,0
44,0.25,5,19,12,0
32,0.5,4,31,0,0
44,0.25,5,19,12,0
32,0.5,4,31,0,0
44,0.25,5,19,12,0
60,0.5,3,3,27,1
63,0.5,3,0,30,1
33,0.5,3,30,0,0
45,0.25,4,18,12,0
73,0.25,2,0,40,1
33,0.5,2,40,0,0
45,0.25,2,0,12,0
72,0.25,2,0,39,1
33,0.5,2,39,0,0
45,0.25,2,0,12,0
73,0.25,3,6,40,1
79,0.25,3,0,46,1
33,0.5,3,46,0,0
45,0.25,2,0,12,0
72,0.25,3,8,38,1
80,0.25,3,0,46,1
34,0.5,3,46,0,0
46,0.25,2,0,12,0
79,0.25,3,6,45,1
85,0.25,3,0,51,1
34,0.5,3,51,0,0
46,0.25,2,0,12,0
80,0.25,3,4,46,1
84,0.25,3,0,50,1
34,0.5,3,50,0,0
46,0.25,2,0,12,0
85,0.25,3,0,51,1
79,0.25,3,6,45,1
34,0.5,3,51,0,0
46,0.25,2,0,12,0
84,0.25,3,0,50,1
80,0.25,3,4,46,1
34,0.5,3,50,0,0
46,0.25,2,0,12,0
34,0.5,1,0,0,0
46,0.25,2,0,12,0
34,0.5,1,0,0,0
46,0.25,2,0,12,0
34,0.5,1,0,0,0
46,0.25,2,0,12,0
60,2.0,4,6,26,1
63,2.0,4,3,29,1
66,2.0,4,0,32,1
34,0.5,4,32,0,0
46,0.25,5,20,12,0
34,0.5,4,32,0,0
46,0.25,5,20,12,0
34,0.5,4,32,0,0
46,0.25,5,20,12,0
34,0.5,4,32,0,0
46,0.25,5,20,12,0
62,0.5,3,3,28,1
65,0.5,3,0,31,1
34,0.5,3,31,0,0
46,0.25,4,19,12,0
69,0.25,3,6,35,1
75,0.25,3,0,41,1
34,0.5,3,41,0,0
46,0.25,2,0,12,0
70,0.25,3,4,36,1
74,0.25,3,0,40,1
34,0.5,3,40,0,0
46,0.25,2,0,12,0
75,0.25,3,6,41,1
81,0.25,3,0,47,1
34,0.5,3,47,0,0
46,0.25,2,0,12,0
74,0.25,3,8,40,1
82,0.25,3,0,48,1
34,0.5,3,48,0,0
46,0.25,2,0,12,0
81,0.25,3,6,47,1
87,0.25,3,0,53,1
34,0.5,3,53,0,0
46,0.25,2,0,12,0
82,0.25,3,4,48,1
86,0.25,3,0,52,1
34,0.5,3,52,0,0
46,0.25,2,0,12,0
87,0.25,3,0,53,1
81,0.25,3,6,47,1
34,0.5,3,53,0,0
46,0.25,2,0,12,0
86,0.25,3,0,52,1
82,0.25,3,4,48,1
34,0.5,3,52,0,0
46,0.25,2,0,12,0
34,0.5,1,0,0,0
46,0.25,2,0,12,0
75,1.0,3,6,41,1
81,1.0,3,0,47,1
34,0.5,3,47,0,0
46,0.25,4,35,12,0
34,0.5,3,47,0,0
46,0.25,4,35,12,0
74,0.5,4,8,40,1
82,0.5,4,0,48,1
46,0.5,4,36,12,0
34,0.5,4,48,0,0
69,1.0,2,6,0,1
75,1.0,2,0,6,1
70,0.5,2,4,0,1
74,0.5,2,0,4,1
63,1.0,2,6,0,1
69,1.0,2,0,6,1
62,0.5,3,8,4,1
70,0.5,3,0,12,1
58,2.0,3,12,0,0
63,0.5,3,3,5,0
66,0.5,3,0,8,0
57,1.0,5,9,0,1
63,1.0,5,3,6,1
63,0.5,5,3,6,0
66,0.5,5,0,9,0
63,0.5,5,3,6,0
66,0.5,5,0,9,0
58,0.5,3,4,0,1
62,0.5,3,0,4,1
58,2.0,3,4,0,0
57,0.5,4,9,0,1
63,0.5,4,3,6,0
66,0.5,4,0,9,0
58,0.5,4,8,0,1
63,0.5,4,3,5,0
66,0.5,4,0,8,0
57,0.5,4,9,0,1
63,0.5,4,3,6,0
66,0.5,4,0,9,0
58,0.5,2,0,0,1
58,2.0,2,0,0,0
57,0.5,4,9,0,1
63,0.5,4,3,6,0
66,0.5,4,0,9,0
58,0.5,4,8,0,1
63,0.5,4,3,5,0
66,0.5,4,0,8,0
57,0.5,4,9,0,1
63,0.5,4,3,6,0
66,0.5,4,0,9,0
58,2.0,1,0,0,0
46,0.25,4,20,0,1
63,0.5,4,3,17,0
66,0.5,4,0,20,0
51,0.25,4,15,0,1
63,0.5,4,3,12,0
66,0.5,4,0,15,0
53,0.25,4,13,0,1
63,0.5,4,3,10,0
66,0.5,4,0,13,0
54,0.25,2,4,0,1
58,2.0,2,0,4,0
70,0.25,4,0,12,1
65,0.5,4,5,7,0
68,0.5,4,2,10,0
75,0.25,4,0,17,1
65,0.5,4,10,7,0
68,0.5,4,7,10,0
77,0.25,4,0,19,1
65,0.5,4,12,7,0
68,0.5,4,9,10,0
70,0.25,4,0,12,1
78,1.5,2,0,20,1
58,2.0,2,20,0,0
65,0.5,4,13,7,0
68,0.5,4,10,10,0
65,0.5,4,13,7,0
68,0.5,4,10,10,0
75,0.5,4,0,17,1
65,0.5,4,10,7,0
68,0.5,4,7,10,0
70,0.25,5,5,12,1
78,1.5,2,0,20,1
58,2.0,2,20,0,0
65,0.5,4,13,7,0
68,0.5,4,10,10,0
65,0.5,4,13,7,0
68,0.5,4,10,10,0
75,0.5,4,0,17,1
65,0.5,4,10,7,0
68,0.5,4,7,10,0
74,0.5,2,0,16,1
58,2.0,2,16,0,0
46,0.25,4,22,0,1
65,0.5,4,3,19,0
68,0.5,4,0,22,0
53,0.25,4,15,0,1
65,0.5,4,3,12,0
68,0.5,4,0,15,0
54,0.25,4,14,0,1
65,0.5,4,3,11,0
68,0.5,4,0,14,0
56,0.25,2,2,0,1
58,2.0,2,0,2,0
70,0.5,4,0,12,1
63,0.5,4,7,5,0
66,0.5,4,4,8,0
80,0.5,4,0,22,1
63,0.5,4,17,5,0
66,0.5,4,14,8,0
78,0.5,4,0,20,1
63,0.5,4,15,5,0
66,0.5,4,12,8,0
78,0.25,3,2,20,1
80,0.25,3,0,22,1
58,2.0,3,22,0,0
78,0.25,2,0,20,1
77,0.5,4,0,19,1
63,0.5,4,14,5,0
66,0.5,4,11,8,0
77,0.25,5,1,19,1
78,0.25,5,0,20,1
63,0.5,5,15,5,0
66,0.5,5,12,8,0
77,0.25,4,0,19,1
75,0.5,4,0,17,1
63,0.5,4,12,5,0
66,0.5,4,9,8,0
75,0.25,3,2,17,1
77,0.25,3,0,19,1
58,2.0,3,19,0,0
75,0.25,2,0,17,1
74,0.5,4,0,16,1
63,0.5,4,11,5,0
66,0.5,4,8,8,0
72,0.25,4,0,14,1
63,0.5,4,9,5,0
66,0.5,4,6,8,0
74,0.25,4,0,16,1
63,0.5,4,11,5,0
66,0.5,4,8,8,0
75,0.5,2,0,17,1
58,2.0,2,17,0,0
46,0.25,4,20,0,1
63,0.5,4,3,17,0
66,0.5,4,0,20,0
51,0.25,4,15,0,1
63,0.5,4,3,12,0
66,0.5,4,0,15,0
53,0.25,4,13,0,1
63,0.5,4,3,10,0
66,0.5,4,0,13,0
54,0.25,2,2,0,1
56,2.0,2,0,2,0
70,0.25,4,0,14,1
63,0.5,4,7,7,0
66,0.5,4,4,10,0
75,0.25,4,0,19,1
63,0.5,4,12,7,0
66,0.5,4,9,10,0
77,0.25,4,0,21,1
63,0.5,4,14,7,0
66,0.5,4,11,10,0
70,0.25,4,0,14,1
78,1.5,2,0,22,1
56,2.0,2,22,0,0
63,0.5,4,15,7,0
66,0.5,4,12,10,0
63,0.5,4,15,7,0
66,0.5,4,12,10,0
75,0.5,4,0,19,1
63,0.5,4,12,7,0
66,0.5,4,9,10,0
70,0.25,5,5,14,1
78,1.5,2,0,22,1
56,2.0,2,22,0,0
63,0.5,4,15,7,0
66,0.5,4,12,10,0
63,0.5,4,15,7,0
66,0.5,4,12,10,0
75,0.5,4,0,19,1
63,0.5,4,12,7,0
66,0.5,4,9,10,0
72,0.5,2,0,16,1
56,2.0,2,16,0,0
44,0.25,4,22,0,1
63,0.5,4,3,19,0
66,0.5,4,0,22,0
51,0.25,4,15,0,1
63,0.5,4,3,12,0
66,0.5,4,0,15,0
53,0.25,4,13,0,1
63,0.5,4,3,10,0
66,0.5,4,0,13,0
54,0.25,2,2,0,1
56,2.0,2,0,2,0
68,0.5,4,0,12,1
61,0.5,4,7,5,0
65,0.5,4,3,9,0
78,0.5,4,0,22,1
61,0.5,4,17,5,0
65,0.5,4,13,9,0
77,0.5,4,0,21,1
61,0.5,4,16,5,0
65,0.5,4,12,9,0
77,0.25,3,1,21,1
78,0.25,3,0,22,1
56,2.0,3,22,0,0
77,0.25,2,0,21,1
75,0.5,4,0,19,1
61,0.5,4,14,5,0
65,0.5,4,10,9,0
75,0.25,5,2,19,1
77,0.25,5,0,21,1
61,0.5,5,16,5,0
65,0.5,5,12,9,0
75,0.25,4,0,19,1
73,0.5,4,0,17,1
61,0.5,4,12,5,0
65,0.5,4,8,9,0
73,0.25,3,2,17,1
75,0.25,3,0,19,1
56,2.0,3,19,0,0
73,0.25,2,0,17,1
72,0.5,4,0,16,1
61,0.5,4,11,5,0
65,0.5,4,7,9,0
70,0.25,4,0,14,1
61,0.5,4,9,5,0
65,0.5,4,5,9,0
72,0.25,4,0,16,1
61,0.5,4,11,5,0
65,0.5,4,7,9,0
73,0.5,2,0,17,1
56,2.0,2,17,0,0
44,0.25,4,21,0,1
61,0.5,4,4,17,0
65,0.5,4,0,21,0
49,0.25,4,16,0,1
61,0.5,4,4,12,0
65,0.5,4,0,16,0
51,0.25,4,14,0,1
61,0.5,4,4,10,0
65,0.5,4,0,14,0
53,0.25,2,3,0,1
56,2.0,2,0,3,0
68,0.25,4,0,12,1
63,0.5,4,5,7,0
66,0.5,4,2,10,0
73,0.25,4,0,17,1
63,0.5,4,10,7,0
66,0.5,4,7,10,0
75,0.25,4,0,19,1
63,0.5,4,12,7,0
66,0.5,4,9,10,0
68,0.25,4,0,12,1
77,1.5,2,0,21,1
56,2.0,2,21,0,0
63,0.5,4,14,7,0
66,0.5,4,11,10,0
63,0.5,4,14,7,0
66,0.5,4,11,10,0
73,0.5,4,0,17,1
63,0.5,4,10,7,0
66,0.5,4,7,10,0
68,0.25,5,5,12,1
77,1.5,2,0,21,1
56,2.0,2,21,0,0
63,0.5,4,14,7,0
66,0.5,4,11,10,0
63,0.5,4,14,7,0
66,0.5,4,11,10,0
73,0.5,4,0,17,1
63,0.5,4,10,7,0
66,0.5,4,7,10,0
